jobs_id,job_position,kategori
1500,Marketing Affiliate Specialist - Surabaya,"['Marketing']"
1501,National Sales Head Java,"['Sales', 'Management & Leadership']"
1502,Sales Team Leader - Jakarta,"['Sales', 'Management & Leadership']"
1503,Supervisor Corporate and Insurance Sales Hospital,"['Sales', 'Account Management', 'Finance', 'Healthcare & Medical', 'Management & Leadership']"
1504,Sales Villa - Bali,"['Sales', 'Hospitality & F&B']"
1505,Relationship Manager Funding for Semarang,"['Sales', 'Finance', 'Account Management']"
1506,Bancassurance Life Consultant (Muara Karang),"['Sales', 'Finance', 'Consulting']"
1507,BANCASSURANCE LIFE CONSULTANT (SEMARANG),"['Sales', 'Finance', 'Consulting']"
1508,SAP Change Management Consultant,"['Consulting', 'Human Resources', 'Project Management', 'Software Engineering']"
1509,Solution Architect-SAP (Application Architect-SAP),"['Software Engineering', 'IT Operations & Support', 'Consulting']"
1510,Regional Agency Development,"['Sales', 'Business Development', 'Management & Leadership']"
1511,Account Receivable Handling Officer,"['Accounting', 'Customer Service & Support']"
1512,Relationship Manager Funding (Bandar Lampung),"['Sales', 'Finance', 'Account Management']"
1513,Retail Operation Manager (Smartphone Industry),"['Retail', 'Operations Management', 'Management & Leadership']"
1514,Bancassurance Life Consultant - Surabaya / Sidoarjo,"['Sales', 'Finance', 'Consulting']"
1515,Strategic and Marketing Manager,"['Marketing', 'Business Analysis', 'Management & Leadership']"
1516,AO Pension Loan (Ciranjang),"['Sales', 'Finance', 'Account Management']"
1517,IT Infrastructure & Operation Assistant Manager,"['IT Operations & Support', 'Management & Leadership']"
1518,RM SME for Kalimantan & Sulawesi Area (walk in interview),"['Account Management', 'Sales', 'Finance']"
1519,Manager Operation - Bali,"['Operations Management', 'Management & Leadership']"
1520,Distribution Channel Supervisor,"['Sales', 'Supply Chain & Logistics', 'Management & Leadership']"
1521,SAP Project Manager,"['Project Management', 'Software Engineering']"
1522,Warehouse & Sparepart Admin (Denpasar),"['Warehouse Management', 'Supply Chain & Logistics', 'Administrative & Secretarial']"
1523,Accounting Staff,"['Accounting']"
1524,Inventory Control,"['Supply Chain & Logistics', 'Warehouse Management', 'Accounting']"
1525,Tax & Accounting Specialist,"['Tax', 'Accounting']"
1526,SAP SD Consultant,"['Consulting', 'Software Engineering', 'Sales', 'Supply Chain & Logistics']"
1527,Account Payable Staff,"['Accounting']"
1528,Graphic Designer,"['Creative & Design']"
1529,Digital Marketing,"['Marketing']"
1530,IT Operational Support,"['IT Operations & Support']"
1531,Data Analyst Internship,"['Internship & Trainee Programs', 'Data Science & Analytics']"
1532,HR Learning Operation Support Senior Officer,"['Learning & Development', 'HR Operations', 'Administrative & Secretarial']"
1533,Coordinator Hub Sunter,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1534,Consultant Nutritionist (Sales),"['Sales', 'Healthcare & Medical', 'Consulting', 'Education & Training']"
1535,Area Sales Manager (Jabodetabek & Jawa Barat),"['Sales', 'Management & Leadership']"
1536,Facility Assistant Manager,"['Administrative & Secretarial', 'Operations Management', 'Management & Leadership']"
1537,Expansion Intern Palembang,"['Internship & Trainee Programs', 'Business Development', 'Sales']"
1538,Full Stack Developer,"['Software Engineering']"
1539,Organizational Development Internship,"['Internship & Trainee Programs', 'Human Resources']"
1540,Accounting (Receivable Analyst),"['Accounting', 'Data Science & Analytics']"
1541,Supplier Management Intern,"['Internship & Trainee Programs', 'Supply Chain & Logistics', 'Account Management']"
1542,Recruitment Intern,"['Internship & Trainee Programs', 'Recruitment']"
1543,Receptionist / Front Desk Officer,"['Administrative & Secretarial']"
1544,Internship Admin Merchandising Delicatessen and Perishable (1 Year),"['Internship & Trainee Programs', 'Administrative & Secretarial', 'Retail', 'Hospitality & F&B']"
1545,Kepala Admin Baturaja,"['Administrative & Secretarial', 'Management & Leadership']"
1546,Anti Fraud Specialist,"['Risk Management', 'Legal & Compliance']"
1547,Admin Intern,"['Internship & Trainee Programs', 'Administrative & Secretarial']"
1548,Finance Administration (Sustainability),"['Finance', 'Administrative & Secretarial', 'Health, Safety & Environment (HSE)']"
1549,Accounting Officer,"['Accounting']"
1550,Administration Staff - Wilayah Jatibarang,"['Administrative & Secretarial']"
1551,Associate - IFS - Secretary and Admin,"['Administrative & Secretarial']"
1552,"RM Mortgage (AO Consumer) for Denpasar, Samarinda, Makassar & Pontianak","['Sales', 'Finance', 'Account Management']"
1553,Social Media Intern,"['Internship & Trainee Programs', 'Marketing', 'Creative & Design']"
1554,Administration Supervisor,"['Administrative & Secretarial', 'Management & Leadership']"
1555,Data Analyst,"['Data Science & Analytics']"
1556,Data Scientist,"['Data Science & Analytics']"
1557,RM Mortgage (AO Consumer) for Sumatera Area,"['Sales', 'Finance', 'Account Management']"
1558,Sales Admin,"['Sales', 'Administrative & Secretarial']"
1559,Credit Scoring,"['Finance', 'Risk Management', 'Data Science & Analytics']"
1560,Internal Audit Sr. Staff,"['Audit']"
1561,Import Senior Staff,"['Supply Chain & Logistics']"
1562,Internal Audit Staff,"['Audit']"
1563,Internal Auditor,"['Audit']"
1564,Freelance Video Editor,"['Creative & Design']"
1565,Internal Audit Supervisor,"['Audit', 'Management & Leadership']"
1566,Inventory Excellence Senior Associate,"['Supply Chain & Logistics', 'Warehouse Management', 'Operations Management']"
1567,Assistant Product Manager ( Air conditioner product specialist),"['Product Management', 'Engineering (non-software)']"
1568,iOS Developer,"['Software Engineering']"
1569,Android Developer,"['Software Engineering']"
1570,iOS Developer,"['Software Engineering']"
1571,Freelance Brand Associate,"['Marketing']"
1572,Formulation Development Staff,"['Research & Development', 'Healthcare & Medical', 'Production & Manufacturing']"
1573,Telesales Agent Officer - Call Center,"['Sales', 'Customer Service & Support']"
1574,Channel Data Analyst Specialist,"['Data Science & Analytics', 'Sales', 'Marketing']"
1575,Talent Acquisition Intern,"['Internship & Trainee Programs', 'Recruitment']"
1576,Senior Lead Customer Service,"['Customer Service & Support', 'Management & Leadership']"
1577,Procurement Staff,"['Supply Chain & Logistics']"
1578,Freelance Backend Engineer,"['Software Engineering']"
1579,Retail Manager (Sulawesi),"['Retail', 'Management & Leadership', 'Sales']"
1580,Brand & Product Marketing Specialist,"['Marketing', 'Product Management']"
1581,Data Admin Intern - Superfantasy,"['Internship & Trainee Programs', 'Administrative & Secretarial', 'Data Science & Analytics']"
1582,UI/UX Designer,"['UI/UX Design', 'Creative & Design']"
1583,Sales Officer Bandung,"['Sales']"
1584,Tax Staff,"['Tax']"
1585,AVP Sales,"['Sales', 'Management & Leadership']"
1586,Sales Freelance (Bandung Area),"['Sales']"
1587,Warehouse - Supervisor Area Distribution (SAD) - Tanah Karo,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1588,Sales Consultant Logistic,"['Sales', 'Consulting', 'Supply Chain & Logistics']"
1589,Medical Representative Bandung,"['Sales', 'Healthcare & Medical']"
1590,Warehouse - Distribution Coordiantor (DC) - Tanah Karo,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1591,Visual Merchandising Supervisor (Design And Analyze Specialist),"['Retail', 'Creative & Design', 'Data Science & Analytics', 'Management & Leadership']"
1592,Wharehouse - Distribution Coordinator (DC) - Langsa,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1593,Warehouse - Distribution Assistant (DA) - Bengkulu,"['Warehouse Management', 'Supply Chain & Logistics']"
1594,Warehouse - Supervisor Area Distribution (SAD) - Langkat,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1595,Data Quality,"['Data Science & Analytics', 'Quality Assurance (Non-Software)']"
1596,Account Management Senior Associate,"['Account Management', 'Sales']"
1597,Warehouse Coordinator,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1598,Account Receivable Intern,"['Internship & Trainee Programs', 'Accounting']"
1599,Executive Assistant to CEO,"['Administrative & Secretarial']"
1600,B2B Sales Representative (Lead Generation),"['Sales', 'Business Development', 'Marketing']"
1601,Freelance B2B Sales,"['Sales', 'Business Development']"
1602,Human Resources Business Partner (HRBP),"['Human Resources']"
1603,Account Executive (B2B),"['Sales', 'Account Management', 'Business Development']"
1604,Quality Assurance Automation Manager,"['Quality Assurance (Software)', 'Software Engineering', 'Management & Leadership']"
1605,Head of Products,"['Product Management', 'Management & Leadership']"
1606,⁠HR Operations Specialist,"['HR Operations', 'Human Resources']"
1607,Brand Marketing Copywriter,"['Marketing', 'Creative & Design']"
1608,B2B Growth & Expansion,"['Business Development', 'Sales', 'Marketing']"
1609,Senior Performance Marketing Specialist (ex-agency only),"['Marketing', 'Management & Leadership']"
1610,Associate Brand Manager,"['Marketing']"
1611,Electric Technician Staff (Bandung),"['Skilled Trades & Technician', 'Engineering (non-software)']"
1612,Paid Content Strategist (KOL & Community),"['Marketing', 'Creative & Design']"
1613,Senior Talent Acquisition Specialist (ex-headhunter only),"['Recruitment', 'Management & Leadership']"
1614,CEO Office Associate,"['Administrative & Secretarial', 'Management & Leadership', 'Business Analysis']"
1615,Service Center Admin,"['Administrative & Secretarial', 'Customer Service & Support']"
1616,Bancassurance Financial Advisor Reg. Surabaya (Jatim Bagian Utara),"['Sales', 'Finance', 'Consulting']"
1617,Warehouse - Distribution Assistant (DA) - Langkat,"['Warehouse Management', 'Supply Chain & Logistics']"
1618,Warehouse - Supervisor Area Distribution (SAD) - Cirebon,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1619,Warehouse Hub Inventory Supervisor,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1620,Digital Marketing Associate (Spv Level),"['Marketing', 'Management & Leadership']"
1621,Software Engineer (GoLang),"['Software Engineering']"
1622,Store Visual Merchandising (Jakarta Store),"['Retail', 'Creative & Design']"
1623,Quality Assurance (QA) ASSA - Makassar,"['Quality Assurance (Non-Software)', 'Supply Chain & Logistics']"
1624,Back End Developer,"['Software Engineering']"
1625,Sales Taking Order - Wilayah Jawa Timur,"['Sales']"
1626,Data Analyst,"['Data Science & Analytics']"
1627,Warehouse Inbound Supervisor - Dry (Sentul),"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1628,Farm Commercial Executive (Jawa Timur / Bali),"['Sales', 'Agriculture']"
1629,Finance Operations Senior Associate,"['Finance', 'Operations Management']"
1630,IT Infrastructure & Security,"['IT Operations & Support', 'Cybersecurity']"
1631,Internal Audit Specialist,"['Audit']"
1632,Backend Engineer,"['Software Engineering']"
1633,Social Media Strategist,"['Marketing', 'Creative & Design']"
1634,Senior Data Center,"['IT Operations & Support', 'Management & Leadership']"
1635,Brand & Corporate Communication / Event Management Intern,"['Internship & Trainee Programs', 'Marketing', 'Public Relations']"
1636,Learning & Culture Supervisor,"['Learning & Development', 'Human Resources', 'Management & Leadership']"
1637,Penetration Tester,"['Cybersecurity']"
1638,Product Development Staff,"['Product Management', 'Research & Development']"
1639,Business Development Associate (Ethical) - Project Management,"['Business Development', 'Sales', 'Healthcare & Medical', 'Project Management']"
1640,Basic Management Development Program (BMDP) Finance,"['Internship & Trainee Programs', 'Finance', 'Management & Leadership']"
1641,Recovery Officer - Jawa Timur,"['Finance', 'Legal & Compliance', 'Customer Service & Support']"
1642,Senior IT Developer,"['Software Engineering', 'Management & Leadership']"
1643,API Integration Lead,"['Software Engineering', 'IT Operations & Support', 'Management & Leadership']"
1644,Junior Finance Executive (AR),"['Finance', 'Accounting']"
1645,Warehouse - Distribution Assistant (DA) - Makassar,"['Warehouse Management', 'Supply Chain & Logistics']"
1646,Data Engineer (Officer),"['Data Science & Analytics']"
1647,Junior Creative Designer,"['Creative & Design']"
1648,Key Account Management Intern,"['Internship & Trainee Programs', 'Account Management', 'Sales']"
1649,Marketing Research Assistant,"['Marketing', 'Research & Development', 'Data Science & Analytics']"
1650,Project Manager (ICUBE),"['Project Management']"
1651,Business Development (ICUBE),"['Business Development', 'Sales']"
1652,Junior Video Editor (TikTok),"['Creative & Design']"
1653,Marketing Technology Analyst,"['Marketing', 'IT Operations & Support', 'Data Science & Analytics']"
1654,Customer Service,"['Customer Service & Support']"
1655,ESG Sr. Staff,"['Health, Safety & Environment (HSE)', 'Legal & Compliance', 'Public Relations']"
1656,Lead Portfolio Project Manager,"['Project Management', 'Management & Leadership']"
1657,Account Executive (Medan),"['Sales', 'Account Management']"
1658,Process Safety Management Officer,"['Health, Safety & Environment (HSE)', 'Engineering (non-software)', 'Production & Manufacturing']"
1659,Finance Controller,"['Finance', 'Accounting', 'Management & Leadership']"
1660,SME Relationship Manager for Bandung,"['Account Management', 'Sales', 'Finance']"
1661,HR Training & Development,"['Learning & Development', 'Human Resources']"
1662,Category Specialist - Sales Strategy & Supply Chain (FMCG),"['Marketing', 'Sales', 'Supply Chain & Logistics', 'Retail']"
1663,Medical Representative - Surabaya,"['Sales', 'Healthcare & Medical']"
1664,Management Development Program,"['Internship & Trainee Programs', 'Management & Leadership']"
1665,B2B Sales Executive,"['Sales', 'Business Development']"
1666,Treasury Staff,"['Finance']"
1667,HRBP (Manufacture),"['Human Resources', 'Production & Manufacturing']"
1668,Senior Organization Development,"['Human Resources', 'Management & Leadership']"
1669,Warehouse - Supervisor Area Distribution (SAD) - Bengkulu,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1670,Warehouse - Distribution Assistant (DA) - Bekasi,"['Warehouse Management', 'Supply Chain & Logistics']"
1671,Brand Design Graphic,"['Creative & Design', 'Marketing']"
1672,Recruitment Associate (Mitra Mass Hiring),"['Recruitment']"
1673,Warehouse - Distribution Coordiantor (DC) - Jakarta,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1674,Freelance Graphic Designer,"['Creative & Design']"
1675,Warehouse - Distribution Coordinator (DC) - Malang,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1676,Key Account Executive (Soreang),"['Account Management', 'Sales']"
1677,Employer Branding Internship,"['Internship & Trainee Programs', 'Human Resources', 'Marketing']"
1678,CORPORATE FUNDING STAFF,"['Finance', 'Sales']"
1679,3D Artist,"['Creative & Design']"
1680,"Finance, Accounting, and Tax Supervisor","['Finance', 'Accounting', 'Tax', 'Management & Leadership']"
1681,Community & Event Development Intern,"['Internship & Trainee Programs', 'Marketing', 'Business Development']"
1682,Area Sales Supervisor,"['Sales', 'Management & Leadership']"
1683,Lead Hub Excellence,"['Warehouse Management', 'Supply Chain & Logistics', 'Operations Management', 'Management & Leadership']"
1684,Account Executive (DKI Jakarta),"['Sales', 'Account Management']"
1685,Production Engineer Jr. Specialist,"['Production & Manufacturing', 'Engineering (non-software)']"
1686,Warehouse Outbound Supervisor - Dry (Sentul),"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1687,Associate / Senior Associate - Advisory Deals - Transaction Services,"['Finance', 'Consulting', 'Business Analysis']"
1688,Staging Store Leader,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1689,Customer Finance Executive (Tasikmalaya),"['Finance', 'Customer Service & Support', 'Sales']"
1690,Warehouse - Distribution Assistant (DA) - Tanah Karo,"['Warehouse Management', 'Supply Chain & Logistics']"
1691,Scrum Master,"['Project Management', 'Software Engineering']"
1692,Junior IT Developer,"['Software Engineering']"
1693,Legal Intern,"['Internship & Trainee Programs', 'Legal & Compliance']"
1694,IT Auditor,"['Audit', 'IT Operations & Support', 'Cybersecurity']"
1695,Area Loan Recovery Manager,"['Finance', 'Legal & Compliance', 'Management & Leadership']"
1696,Warehouse - Distribution Assistant (DA) - Jakarta,"['Warehouse Management', 'Supply Chain & Logistics']"
1697,SME Relationship Manager (JABODETABEK),"['Account Management', 'Sales', 'Finance']"
1698,IT Hardware Staff,"['IT Operations & Support']"
1699,SME Relationship Manager for Bogor,"['Account Management', 'Sales', 'Finance']"
1700,Innovation Lab Specialist,"['Research & Development', 'Product Management']"
1701,Warehouse Drafter,"['Warehouse Management', 'Engineering (non-software)', 'Creative & Design']"
1702,Collection Officer,"['Finance', 'Sales', 'Customer Service & Support']"
1703,Sales Representative (HORECA),"['Sales', 'Hospitality & F&B']"
1704,Internal Audit,"['Audit']"
1705,Packaging Technical Designer,"['Creative & Design', 'Engineering (non-software)', 'Production & Manufacturing']"
1706,Area Sales Lead (Kalimantan),"['Sales', 'Management & Leadership']"
1707,Driver Forklift (Surabaya),"['Warehouse Management', 'Skilled Trades & Technician']"
1708,Assistant to Manager (Mandarin Speaker),"['Administrative & Secretarial']"
1709,Area Sales Lead (Sulawesi),"['Sales', 'Management & Leadership']"
1710,Legal Compliance Assistant Manager,"['Legal & Compliance', 'Management & Leadership']"
1711,Mandarin Translator,"['Other', 'Creative & Design']"
1712,Regional Sales Manager (Jawa Tengah),"['Sales', 'Management & Leadership']"
1713,Regional Sales Manager (Jawa Timur),"['Sales', 'Management & Leadership']"
1714,Sales Representative,"['Sales']"
1715,Brand Manager,"['Marketing', 'Management & Leadership']"
1716,Clinic Trainer,"['Education & Training', 'Healthcare & Medical']"
1717,Hub Operation,"['Warehouse Management', 'Supply Chain & Logistics', 'Operations Management']"
1718,Pharmacy Coordinator,"['Healthcare & Medical', 'Management & Leadership']"
1719,HOST LIVE STREAMING,"['Marketing', 'Creative & Design']"
1720,Retail Manager (Semarang),"['Retail', 'Management & Leadership', 'Sales']"
1721,CONTENT CREATOR,"['Creative & Design', 'Marketing']"
1722,Area Sales & Promotion Supervisor (All Indonesia),"['Sales', 'Marketing', 'Management & Leadership']"
1723,Retail Manager (Jawa Timur),"['Retail', 'Management & Leadership', 'Sales']"
1724,Retail Division Manager (Maluku),"['Retail', 'Management & Leadership', 'Sales']"
1725,Drafter - Designer,"['Creative & Design', 'Engineering (non-software)']"
1726,Warehouse - Distribution Coordiantor (DC) - Batam,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1727,Quality Control Group Leader,"['Quality Assurance (Non-Software)', 'Production & Manufacturing', 'Management & Leadership']"
1728,Corporate Legal Secretary Assistant Manager,"['Legal & Compliance', 'Administrative & Secretarial', 'Management & Leadership']"
1729,Sales Taking Order – Purwakarta,"['Sales']"
1730,Retail Manager (Kalimantan),"['Retail', 'Management & Leadership', 'Sales']"
1731,Host Live Streaming (Male) - Live & Go (Emtek Group),"['Marketing', 'Creative & Design']"
1732,Consolidation & Reporting Assistant Manager,"['Finance', 'Accounting', 'Management & Leadership']"
1733,ESG Staff,"['Health, Safety & Environment (HSE)', 'Legal & Compliance', 'Public Relations']"
1734,Market Access Associate Manager,"['Sales', 'Business Development', 'Healthcare & Medical', 'Management & Leadership']"
1735,Public Affair Staff - Pekalongan,"['Public Relations', 'Legal & Compliance']"
1736,Organization Development Officer,"['Human Resources']"
1737,Laboratory Assistant - Industrial Engineering Laboratory,"['Education & Training', 'Engineering (non-software)', 'Skilled Trades & Technician']"
1738,Data Engineer,"['Data Science & Analytics']"
1739,Data Migration/Cutover Consultant,"['Consulting', 'IT Operations & Support', 'Data Science & Analytics', 'Project Management']"
1740,Ticketing Staff,"['Customer Service & Support', 'Administrative & Secretarial', 'Hospitality & F&B']"
1741,Driver,"['Skilled Trades & Technician', 'Supply Chain & Logistics']"
1742,Finance & Accounting Coordinator - Balikpapan,"['Finance', 'Accounting', 'Management & Leadership']"
1743,Area Sales & Promotion Supervisor - Denpasar,"['Sales', 'Marketing', 'Management & Leadership']"
1744,Head of Area - Palu,"['Management & Leadership', 'Operations Management', 'Sales']"
1745,Area Sales & Promotion Supervisor (Samarinda),"['Sales', 'Marketing', 'Management & Leadership']"
1746,Area Sales & Promotion Supervisor - Mataram,"['Sales', 'Marketing', 'Management & Leadership']"
1747,Field Sales Supervisor (Ethical),"['Sales', 'Healthcare & Medical', 'Management & Leadership']"
1748,Sales Support Directorate Cirebon,"['Sales', 'Administrative & Secretarial']"
1749,Project Engineer (Mandarin Officer),"['Project Management', 'Engineering (non-software)']"
1750,Product Trainer & MS Support (Team Leader) - Surabaya,"['Learning & Development', 'Product Management', 'IT Operations & Support', 'Management & Leadership']"
1751,Sales Consultant B2B - Medan,"['Sales', 'Consulting', 'Business Development']"
1752,Project Sales - Palembang,"['Sales', 'Project Management']"
1753,Technical Support / Drafter HVAC - Palembang,"['IT Operations & Support', 'Engineering (non-software)', 'Creative & Design']"
1754,Social Media Internship - Social Media Adira Finance,"['Internship & Trainee Programs', 'Marketing', 'Creative & Design']"
1755,Commercial Vehicle Account Officer - Sidoarjo,"['Sales', 'Account Management', 'Finance']"
1756,Architecture Owner Intern,"['Internship & Trainee Programs', 'Software Engineering', 'IT Operations & Support']"
1757,Fullstack Web Developer,"['Software Engineering']"
1758,Sales - Fitness Consultant (Cilegon),"['Sales', 'Healthcare & Medical', 'Consulting']"
1759,Fitness Consultant (Sales) - Bandung,"['Sales', 'Healthcare & Medical', 'Consulting']"
1760,Technology Associate Program (MT IT),"['Internship & Trainee Programs', 'IT Operations & Support', 'Software Engineering', 'Management & Leadership']"
1761,Fitness Consultant (Sales) - Jakarta Utara,"['Sales', 'Healthcare & Medical', 'Consulting']"
1762,Medical Representative - Pati,"['Sales', 'Healthcare & Medical']"
1763,Fitness Consultant - Jakarta Barat,"['Sales', 'Healthcare & Medical', 'Consulting']"
1764,Female Personal Trainer (Denpasar),"['Healthcare & Medical', 'Education & Training', 'Sales']"
1765,Sales Trainee Academy - Tangerang Selatan (BSD Boulevard),"['Internship & Trainee Programs', 'Sales']"
1766,Sales- Fitness Consultant  (Cileungsi),"['Sales', 'Healthcare & Medical', 'Consulting']"
1767,Fitness Consultant - Sales (Yogyakarta),"['Sales', 'Healthcare & Medical', 'Consulting']"
1768,[Sales] Fitness Consultant (Cirebon),"['Sales', 'Healthcare & Medical', 'Consulting']"
1769,Guru SMA & UTBK Ruangguru Kabupaten Bogor,"['Education & Training']"
1770,Branch Manager - Yogyakarta - Sagan,"['Management & Leadership', 'Operations Management', 'Sales']"
1771,Sales Trainee Academy by Ruangguru (Field Education Consultant) - Palembang (Sukarami),"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
1772,Sales Trainee Academy - Jakarta Selatan (Kebayoran Baru),"['Internship & Trainee Programs', 'Sales']"
1773,Channel Development Manager - General Trade,"['Sales', 'Business Development', 'Management & Leadership']"
1774,Business Development,"['Business Development', 'Sales']"
1775,Medical Representative Jakarta Barat,"['Sales', 'Healthcare & Medical']"
1776,Sales Trainee Academy - Jakarta Pusat (Cempaka Putih),"['Internship & Trainee Programs', 'Sales']"
1777,Warehouse - Supervisor Area Distribution (SAD)  - \tSukabumi,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1778,Manufacturing & Shipping Officer,"['Production & Manufacturing', 'Supply Chain & Logistics']"
1779,Warehouse - Supervisor Area Distribution (SAD) - Bogor,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1780,Warehouse - Quality Assurance (QA) - Sidoarjo,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
1781,Warehouse - Distribution Coordinator (DC) - Surabaya,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1782,Warehouse - Quality Assurance (QA) - Kediri,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
1783,Quality Assurance Operation (Jakarta),"['Quality Assurance (Non-Software)', 'Operations Management']"
1784,Retail Sales Manager (Across Indonesia),"['Retail', 'Sales', 'Management & Leadership']"
1785,Warehouse - Supervisor Area Distribution (SAD) - Depok,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1786,FEA Internship,"['Internship & Trainee Programs', 'Engineering (non-software)', 'Data Science & Analytics']"
1787,Quality Assurance (Semarang),"['Quality Assurance (Non-Software)']"
1788,Distribution Assistant (DA) ASSA Padang,"['Warehouse Management', 'Supply Chain & Logistics']"
1789,Warehouse - Distribution Assistant (DA) - Cikarang,"['Warehouse Management', 'Supply Chain & Logistics']"
1790,DISPATCHER ASSA - PADANG,"['Supply Chain & Logistics', 'Operations Management']"
1791,Quality Assurance (QA) - ASSA PADANG,"['Quality Assurance (Non-Software)', 'Supply Chain & Logistics']"
1792,Dispatcher - ASSA Ternate,"['Supply Chain & Logistics', 'Operations Management']"
1793,Warehouse - Supervisor Area Distribution (SAD) - Batam,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1794,Warehouse - Distribution Assistant (DA) - Surabaya,"['Warehouse Management', 'Supply Chain & Logistics']"
1795,Warehouse - Supervisor Area Distribution (SAD) - Kediri,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1796,Dispatcher (SURAKARTA),"['Supply Chain & Logistics', 'Operations Management']"
1797,Quality Assurance (QA) ASSA \tPurwokerto,"['Quality Assurance (Non-Software)', 'Supply Chain & Logistics']"
1798,Warehouse - Distribution Coordiantor (DC) - Kediri,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1799,Dispatcher ASSA - Banda Aceh,"['Supply Chain & Logistics', 'Operations Management']"
1800,Warehouse - Distribution Coordiantor (DC) - Gresik,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1801,Warehouse - Quality Assurance (QA) - Banjarmasin,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
1802,Distribution Assistant (DA) - ASSA Cirebon,"['Warehouse Management', 'Supply Chain & Logistics']"
1803,Operating Point Coordinator - ASSA Palembang,"['Supply Chain & Logistics', 'Operations Management', 'Management & Leadership']"
1804,Warehouse - Distribution Assistant (DA) - Sidoarjo,"['Warehouse Management', 'Supply Chain & Logistics']"
1805,Warehouse  -  Distribution Coordiantor (DC)  -  Mojokerto,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1806,Warehouse - Supervisor Area Distribution (SAD) - Karawang,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1807,Warehouse - Supervisor Area Distribution (SAD) - Garut,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1808,Warehouse - Distribution Coordiantor (DC) - Banda Aceh,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1809,Warehouse - Distribution Assistant (DA) - Yogyakarta,"['Warehouse Management', 'Supply Chain & Logistics']"
1810,Warehouse - Quality Assurance (QA) - Batam,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
1811,Warehouse - Distribution Assistant (DA) - Batam,"['Warehouse Management', 'Supply Chain & Logistics']"
1812,Warehouse - Distribution Assistant (DA) - Manado,"['Warehouse Management', 'Supply Chain & Logistics']"
1813,Warehouse - Distribution Coordinator (DC) - Bandung,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1814,Mitra Kurir Motor (Jawa Barat),"['Supply Chain & Logistics', 'Skilled Trades & Technician']"
1815,Warehouse - Distribution Coordinator (DC) - Banjarmasin,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1816,Warehouse - Distribution Coordinator (DC) - Balikpapan,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1817,Warehouse - Quality Assurance (QA) - Bogor,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
1818,Warehouse - Quality Assurance (QA) - Tasikmalaya,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
1819,OPERATING POINT COORDINATOR (OPC) ASSA - PEKANBARU,"['Supply Chain & Logistics', 'Operations Management', 'Management & Leadership']"
1820,Warehouse - Quality Assurance (QA) - Jambi,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
1821,Warehouse - Distribution Coordiantor (DC) - Lampung,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1822,Warehouse - Quality Assurance (QA) - Banda Aceh,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
1823,Warehouse - Supervisor Area Distribution (SAD) - Jambi,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
