,job_desc_list,job_qualification_list
1741,"['Membawa barang dari titik penjemputan sampai ke titik tujuan dengan aman.', 'Mengangkut dan menurunkan barang.', 'Memastikan barang yang dikirim sampai tepat waktu atau sesuai jadwal yang telah ditentukan.']","['Memiliki SIM B1', 'Pendidikan minimal SMU/SMA/SMK', 'Memiliki pengalaman 1 tahun di bidang expedisi', 'Mengetahui dan menguasai Area', 'Penempatan: ']"
1742,"['Monitor the daily performance of the Finance Accounting.', 'Lead and ensure quality control over financial transactions and financial reporting.', ""Control the use of the budget to ensure the use of funds effectively and efficiently in supporting the company's operational activities."", 'Oversee daily transactions, including accounts payable/receivable, general ledger and bank reconciliations, and taxes.', 'Monitor to ensure that all daily accounting records are accurate and up-to-date.', 'Check and record all payment vouchers and make sure the journal and expenses are posted on the proper post.']","['Candidate must possess at least a Bachelor Degree from Accounting', 'Minimum 3 Year(s) of working experience in the related field is required for this position.', 'Understand the financial, accounting, and tax systems and report properly.', 'Have knowledge about GL, tax, reporting, AP & AR']"
1743,"['Responsible for achieving sales target and for distributing the frozen product in covering area', 'Make a cooperation with the distributor team to increase the sales achievement in related area', 'Ensures that all field sales team members & distributors completely comply with the company’s sales system & processes ; and follow ethical business practice', 'Builds and grow relationships with channel partners (MT, GT, etc)']","['Min. Bachelor Degree in any field', '2+ years of experience at the same level (Spv) in Distribution/ FMCG company (Cold Chain / Frozen Products)', 'Experienced in Frozen products will be a plus', 'Have the ability to manage both internal & eksternal relationship', 'Have a strong analythical thinking to identify issues for area improvement', 'For Denpasar area']"
1744,['Responsible for achieving sales target and for distributing the frozen product in covering area'],"['Min. Bachelor Degree in any field', '2+ years of experience at the same level (Spv) in Distribution/ FMCG company (Cold Chain / Frozen Products)', 'Experienced in Frozen products will be a plus', 'Have the ability to manage both internal & eksternal relationship', 'Have a strong analythical thinking to identify issues for area improvement', 'For Palu area']"
1745,"['Responsible for achieving sales target and for distributing the frozen product in covering area', 'Make a cooperation with the distributor team to increase the sales achievement in related area', 'Ensures that all field sales team members & distributors completely comply with the company’s sales system & processes ; and follow ethical business practice', 'Builds and grow relationships with channel partners (MT, GT, etc)']","['Min. Bachelor Degree in any field', '2+ years of experience at the same level (Spv) in Distribution/ FMCG company (Cold Chain / Frozen Products)', 'Experienced in Frozen products will be a plus', 'Have the ability to manage both internal & eksternal relationship', 'Have a strong analythical thinking to identify issues for area improvement', 'For Samarinda area']"
1746,"['Responsible for achieving sales target and for distributing the frozen product in covering area', 'Make a cooperation with the distributor team to increase the sales achievement in related area', 'Ensures that all field sales team members & distributors completely comply with the company’s sales system & processes ; and follow ethical business practice', 'Builds and grow relationships with channel partners (MT, GT, etc)']","['Min. Bachelor Degree in any field', '2+ years of experience at the same level (Spv) in Distribution/ FMCG company (Cold Chain / Frozen Products)', 'Experienced in Frozen products will be a plus', 'Have the ability to manage both internal & eksternal relationship', 'Have a strong analythical thinking to identify issues for area improvement', 'For Mataram area']"
1747,"['Responsible for achieving sales target and for distributing the product in covering area', 'Make a cooperation with the distributor team to increase the sales achievement in related area', 'Ensures that all field sales team members & distributors completely comply with the company’s sales system & processes ; and follow ethical business practice', 'Builds and grow relationships with channel partners – distributors']","['Preferable have a knowledege about sales at hospital.', 'Able to manage both internal & external relationship', 'Able to identify issues & area for improvement through analysis', 'Have a good leadership & excellent executor']"
1748,"['Verify van orders from Call Center, ENO STS, EMOS, and PDA Salesman according to applicable guidelines: a) TOP, b)', 'Distribution codes, pricing, discounts, stock, c) Minimum invoice value, d)', 'Product description, expiry date', 'Achieve targets by coordinating with relevant departments for non-compliant pricing, discounts, stock, and expiry date. Monitor and ensure order approval processes in the SAM SSD Sentral menu to achieve KPI.', 'Process RMA with complete TTRB, invoice reference, and RTY in accordance with stated prices and discounts.', 'Manage relationships with relevant parties, especially Branches and Sales Directorates, to achieve company targets.', 'Perform other tasks assigned by superiors related to their job duties thoroughly and timely.']","['Pendidikan minimal diploma semua jurusan', 'Memiliki pengalaman setidaknya 1 tahun di bidang yang sama namun terbuka juga untuk lulusan baru.', 'Mahir dalam mengoperasikan Ms Office', 'Menguasai formula Ms. Excel (Vlookup, Hlookup dan Pivotable)', 'Bersedia penempatan di Cirebon, Jawa Barat']"
1749,"['Contribute to the success of HVAC system projects.', 'Ensure projects are completed within the defined scope, time, and budget constraints.', 'Analyze project requirements and develop project plans, specifications, and schedules.', 'Oversee project progress, manage resources, and address any issues that may arise.']","['Diploma or Bachelor Degree from any major', 'Fluent to communicate with Mandarin-simplified language is a must', 'Fresh graduate are welcome to apply', 'Passionate to work at one of the best Air Conditioning company', 'Have a strong endurance', 'Friendly, open-minded and strong in adaptability', 'Able to work as a team in the big family of Gree Indonesia']"
1750,"['1. Lead the team in achieving promotor targets and reporting to the supervisor (including maintanance, looking for new promotor, evaluate needs of promotor at store area)', '2. Monitoring the achievement of SPG/SPM targets by updateing achievement in daily report', '3. Determine promotor targets', '4. Actively communicate with Stores/Brand Partners', '5. Create team and sales performance reports (including breakdown sales target & sales comission)', '6. Assist Supervisor in planning, implementing and supervising sales operations and promotional activities', '7. Assist supervisor in availability of goods, visibility, merchandising in the area and other sales and marketing support activities.', '8. Setting target and recap keyperson target & achievement']","['1. Bachelor Degree in Marketing/Communicaton or any related major', '2. Interested in branding, marketing, and public communication field', '3. At least 2 years of working experience in a related position ( team leader promotor/SPG/SPM)', '4. Strong in management, Time management & leadership skill', '5. Good communication skill , multitasking, and has outgoing personality', '6. Able to travelling around Jatim Area', '7. Has a good sense of creativity, analytical, proactive, and will ing to learn', '8. Skilled in Microsoft Office (Excel, Word & Power Point)', '9. Placement : Surabaya']"
1751,"['Looking for project commercial AC', 'Engage good relationship with consultants, contractors, sub contractors, project owner and others related parties', 'Do sales and achieve monthly sales target', 'Develop the commercial Air conditioner market and network', 'Monitoring project progress ,product delivery and payment', 'Regularly attend industry events, network and build industry relationship']","['Diploma / Bachelor Degree in any major\xa0', 'Minimum 1 year sales experiance in HVAC industry, heavy equiment or electrical is preferred', 'Have a good B2B sales strategy', 'Have a wide networking in HVAC, Commercial AC partners, MEP, contractor, sub contractor, dealer, project owner or other related parties', 'Good communication skill, negotiation and presentation skill']"
1752,"['Looking for Project Commercial AC', 'Engage good relationship with consultants, contractors, sub contractors, project owner and others related parties', 'Do sales and achieve monthly sales target', 'Develop the commercial Air conditioner market and network', 'Monitoring project progress ,product delivery and payment', 'Regularly attend industry events, network and build industry relationships']","['At least 1-2 years experience as sales B2B', 'Have connection with MEP, contractor or related parties will be an advantage', 'Good Communication and negotiation skill', 'Competent in presentations and demonstrations to B2B project related parties']"
1753,"['Develop design criteria for HVAC', 'Prepare design, flow sheet to support HVAC system including VRF system and Chiller', 'Survey project', 'Prepare and review tender document', 'Support project sales to provide both internal / external training about HVAC system', 'Support training about HVAC system both to internal / external']","['Candidate must posses at least diploma/bachelor degree in Engineering Electrical; or Refrigeration and Air conditioning', 'At least have one year of working experience in related field', 'Good ability on Ms. Office and Autocad', 'Familiar with HVAC system such as VRF', 'Familar with selection software', 'Good understanding on architecture, civil and MEP, also an ability to establishing Technical Drawing', 'Detail oriented, fast-learner, and team player', 'Willing to work based on project hours', 'Good communication', 'Work on multiple projects simultaneously']"
1754,"['Membuat konten video TikTok dan Youtube Short Adira Finance', 'Membalas komentar maupun pesan di TikTok, Youtube', 'Melakukan live report di Twitter Adira Finance untuk acara tertentu', 'Membuat laporan bulanan Tiktok dan Youtube Short']","['Mahasiswa semester 6 - Semester 8', 'Dapat membuat ide, shooting, dan editing untuk konten TikTok dan Youtube Short', 'Dapat mengoperasikan aplikasi editing video (contohnya capcut)', 'Memiliki inisiatif dan disiplin']"
1755,"['Mengimplementasikan strategi dan kebijakan pemasaran yang telah ditetapkan perusahaan dan sesuai dengan arahan dari Commercial Account Head', 'Membuat dan membina hubungan baik dengan rekanan (dealer, perusahaan asuransi) dan konsumen.', 'Melakukan survey terhadap calon debitur, serta membuat laporan survey sesuai dengan ketentuan yang ditetapkan perusahaan.', 'Memastikan kelengkapan persyaratan pengajuan kredit dari calon debitur.', 'Melakukan penandatanganan dan menginformasikan poin penting dalam PK kepada calon debitur', 'Memonitor proses pengajuan kredit sampai dengan keluarnya keputusan kredit.', 'Menginformasikan hasil keputusan kredit kepada rekanan (dealer) dan calon debitur.', 'Melakukan monitoring atas pembayaran angsuran oleh debitur selama masa tenor dan memastikan kredit tetap berjalan lancar.', 'Membantu penanganan problem account dari debiturnya']","['Pendidikan minimal S1 dari semua jurusan dengan IPK minimal 3.00', 'Memiliki pengalaman minimal 3 tahun dalam bidang pembiayaan commercial dalam industri sejenis (multifinance/perbankan)', 'Memiliki pemahaman mengenai pembiayaan\xa0commercial, analisa kredit, A/R handling, dan analisa marketing', 'Keterampilan interpersonal dan komunikasi yang sangat baik, dengan kemampuan yang terbukti untuk membangun dan memimpin tim secara efektif.', 'Keterampilan analitis yang kuat dengan pendekatan yang kreatif dan komprehensif untuk memecahkan masalah dan membuat keputusan', 'Kemampuan yang untuk berpikir secara strategis dan inovatif, dengan fokus pada penyampaian hasil dan mendorong pertumbuhan bisnis']"
1756,"['Create & maintain up-to-date documentation for application flows and architecture', 'Monitor code quality metrics within squad', 'Support & identify technical findings (techDebt) for improvement purpose']","['Last year student or freshgraduate from Information Technology, Information System, Computer Science with GPA min 3.00', 'Famiiar with Agile Methodology', 'Proficiency in basic database queries', 'Familiar with TypeScript (or Javascript as a foundation)', 'Good in communication and teamwork', 'Willing to conduct internship program in 12 months']"
1757,"['Responsible for the front-end WEB and back-end function development, and complete product requirements efficiently and correctly', 'Participate in the construction of technical framework;', 'Assist in configuring the server;', 'Assist in managing the project development process']","[""Bachelor's degree in Computer Science, Software Engineering from reputable university"", 'Minimum 3 years of experience developing web-based applications', 'Proficient level knowledge in PHP, HTML5, CSS, JavaScript', 'Proficient with React,\xa0Bootstrap\xa0', 'Proficient with\xa0Mysql, Nginx,Linux', 'Self-motivating and self-learning', 'Fluent in English will be an advantages (minimum can communicate well in english)\xa0', 'Able to handle work pressure']"
1758,"['Melakukan pemenuhan target penjualan.', 'Melakukan update terhadap pengetahuan produk meliputi manfaat, fasilitas, dan layanan yang ditawarkan oleh Club.', 'Memahami dengan jelas dan mematuhi semua prosedur administrasi.', 'Menggunakan materi pemasaran dan dukungan yang disediakan sebagai alat penjualan secara proaktif dan konstruktif.', 'Mempertahankan sikap profesional saat bertemu dengan prospek dan Member Club.', 'Membantu dan memberikan service kepada Member Club; memastikan bahwa Member Club senang dengan membership mereka.']","['Terbiasa dengan kerja target & penjualan.', 'Lebih disukai memiliki pengalaman bekerja di Gym', 'Bertekad, termotivasi, ambisius, percaya diri, dan tak kenal lelah dalam mengejar penjualan.', 'Terbiasa dengan bertemu dengan client/customer.', 'Memiliki rekam jejak penjualan yang baik dan konsisten.', 'Energik dan memiliki semangat untuk mempromosikan gaya hidup sehat.', 'Memiliki profesionalisme, kejujuran dan integritas tingkat tinggi serta etos kerja yang unggul.', 'Bersedia ditempatkan area Serang / Cilegon']"
1759,"['Memastikan tercapainya target penjualan bulanan.', 'Memastikan pengetahuan produk yang diperbarui setiap saat termasuk semua manfaat, fasilitas, dan layanan yang ditawarkan oleh klub.', 'Memahami dengan jelas dan mematuhi semua prosedur administrasi.', 'Menggunakan materi pemasaran dan dukungan yang disediakan sebagai alat penjualan secara proaktif dan konstruktif.', 'Pertahankan tingkat perilaku profesional tertinggi ketika berhadapan dengan prospek dan Member.']","['Terbiasa dengan kerja target & penjualan.', 'Pernah memiliki pengalaman bekerja di Gym.', 'Bertekad, termotivasi, ambisius, percaya diri, dan tak kenal lelah dalam mengejar penjualan.', 'Terbiasa dengan bertemu individu lain.', 'Rekam jejak penjualan yang baik dan konsisten akan menjadi keuntungan tambahan.', 'Energik dan memiliki semangat untuk mempromosikan gaya hidup sehat.', 'Memiliki profesionalisme, kejujuran dan integritas tingkat tinggi serta etos kerja yang unggul.']"
1760,"['Participate in comprehensive training to develop leadership, business acumen, teamwork, and professional expertise.', 'Enhance soft skills through targeted workshops and practical exercises.', 'Collaborate with diverse teams on real-world projects to apply and refine acquired knowledge.']","[""Min. Bachelor's Degree in Information System, Information Technology, and Computer Science GPA 3.00"", 'Strong analytical and problem solutions skills', 'Technology savvy, fast learner and high achiever', 'Fluent in English', 'Excellent communication skills and proactive']"
1761,"['Memastikan tercapainya target penjualan bulanan.', 'Memastikan pengetahuan produk yang diperbarui setiap saat termasuk semua manfaat, fasilitas, dan layanan yang ditawarkan oleh klub.', 'Memahami dengan jelas dan mematuhi semua prosedur administrasi.', 'Menggunakan materi pemasaran dan dukungan yang disediakan sebagai alat penjualan secara proaktif dan konstruktif.', 'Pertahankan tingkat perilaku profesional tertinggi ketika berhadapan dengan prospek dan Member']","['Terbiasa dengan kerja target & penjualan.', 'Pernah memiliki pengalaman bekerja di Gym', 'Bertekad, termotivasi, ambisius, percaya diri, dan tak kenal lelah dalam mengejar penjualan.', 'Terbiasa dengan bertemu individu lain.', 'Rekam jejak penjualan yang baik dan konsisten akan menjadi keuntungan tambahan.', 'Energik dan memiliki semangat untuk mempromosikan gaya hidup sehat.', 'Memiliki profesionalisme, kejujuran dan integritas tingkat tinggi serta etos kerja yang unggul.', 'Bersedia untuk penempatan di Jakarta Utara']"
1762,"['\xa0', ':', '\xa0']","['Diutamakan bagi lulusan perguruan tinggi minimum Diploma 3 dari Medical, Farmasi, Biologi atau lainnya', 'Berpengalaman dengan produk-produk di kategori / area yang bersangkutan', 'Memiliki pemahaman dan pengalaman terkait Product Knowledge, Basic Sales and Marketing, Basic Pharmacy knowledge', 'Bersedia untuk ditempatkan di masing-masing area yang dibutuhkan']"
1763,"['Memastikan tercapainya target penjualan bulanan.', 'Memastikan pengetahuan produk yang diperbarui setiap saat termasuk semua manfaat, fasilitas, dan layanan yang ditawarkan oleh klub.', 'Memahami dengan jelas dan mematuhi semua prosedur administrasi.', 'Menggunakan materi pemasaran dan dukungan yang disediakan sebagai alat penjualan secara proaktif dan konstruktif.', 'Pertahankan tingkat perilaku profesional tertinggi ketika berhadapan dengan prospek dan Member.']","['Terbiasa dengan kerja target & penjualan.', 'Pernah memiliki pengalaman bekerja di Gym.', 'Bertekad, termotivasi, ambisius, percaya diri, dan tak kenal lelah dalam mengejar penjualan.', 'Terbiasa dengan bertemu individu lain.', 'Rekam jejak penjualan yang baik dan konsisten akan menjadi keuntungan tambahan.', 'Energik dan memiliki semangat untuk mempromosikan gaya hidup sehat.', 'Memiliki profesionalisme, kejujuran dan integritas tingkat tinggi serta etos kerja yang unggul.']"
1764,"['Membuat program training untuk ', 'Memastikan\xa0', '\xa0untuk bisa menjalankan program training', 'Mencapai target yang sudah ditentukan perusahaan']","['Wanita', 'Memiliki minat di bidang olahraga', 'Memiliki kemampuan komunikasi yang baik', 'Bersedia mengikuti program training selama 2 minggu', 'Bersedia ditempatkan di seluruh club Fit Hub', 'Memiliki kemampuan membina hubungan baik dengan ', 'Terbuka untuk ']"
1765,"['Ruangguru membuka kembali program STAR (Sales Trainee Academy by Ruangguru) untuk penempatan Seluruh Indonesia. Ini adalah kesempatan bagus untuk kamu yang ingin belajar membangun karir sebagai Educational Sales Consultant dan berkontribusi dalam memajukan pendidikan di Indonesia!', ':']","['Pendidikan terakhir D3 & S1 (freshgraduate dan mahasiswa semester akhir tanpa jadwal kuliah silahkan mendaftar)', 'Bersedia untuk bekerja dari kantor (sesuai penempatan)', 'Percaya diri, gigih, disiplin, dan bertanggung-jawab serta berorientasi pada target', 'Senang untuk tampil dan berbicara di depan umum', 'Memiliki laptop dan smartphone pribadi yang berfungsi dengan baik']"
1766,"['Melakukan pemenuhan target penjualan.', 'Melakukan update terhadap pengetahuan produk meliputi manfaat, fasilitas, dan layanan yang ditawarkan oleh Club.', 'Memahami dengan jelas dan mematuhi semua prosedur administrasi.', 'Menggunakan materi pemasaran dan dukungan yang disediakan sebagai alat penjualan secara proaktif dan konstruktif.', 'Mempertahankan sikap profesional saat bertemu dengan prospek dan Member Club.', 'Membantu dan memberikan service kepada Member Club; memastikan bahwa Member Club senang dengan membership mereka.']","['Terbiasa dengan kerja target & penjualan.', 'Lebih disukai memiliki pengalaman bekerja di Gym', 'Bertekad, termotivasi, ambisius, percaya diri, dan tak kenal lelah dalam mengejar penjualan.', 'Terbiasa dengan bertemu dengan client/customer.', 'Memiliki rekam jejak penjualan yang baik dan konsisten.', 'Energik dan memiliki semangat untuk mempromosikan gaya hidup sehat.', 'Memiliki profesionalisme, kejujuran dan integritas tingkat tinggi serta etos kerja yang unggul.', 'Bersedia ditempatkan area Condet/Cileungsi']"
1767,"['Melakukan pemenuhan target penjualan.', 'Melakukan update terhadap pengetahuan produk meliputi manfaat, fasilitas, dan layanan yang ditawarkan oleh Club.', 'Memahami dengan jelas dan mematuhi semua prosedur administrasi.', 'Menggunakan materi pemasaran dan dukungan yang disediakan sebagai alat penjualan secara proaktif dan konstruktif.', 'Mempertahankan sikap profesional saat bertemu dengan prospek dan Member Club.', 'Membantu dan memberikan service kepada Member Club; memastikan bahwa Member Club senang dengan membership mereka.']","['Terbiasa dengan kerja target & penjualan.', 'Lebih disukai memiliki pengalaman bekerja di Gym', 'Bertekad, termotivasi, ambisius, percaya diri, dan tak kenal lelah dalam mengejar penjualan.', 'Terbiasa dengan bertemu dengan client/customer.', 'Memiliki rekam jejak penjualan yang baik dan konsisten.', 'Energik dan memiliki semangat untuk mempromosikan gaya hidup sehat.', 'Memiliki profesionalisme, kejujuran dan integritas tingkat tinggi serta etos kerja yang unggul.', 'Bersedia ditempatakan di seluruh cabang Fit Hub.']"
1768,"['Memastikan tercapainya target penjualan bulanan.', 'Memastikan pengetahuan produk yang diperbarui setiap saat termasuk semua manfaat, fasilitas, dan layanan yang ditawarkan oleh klub.', 'Memahami dengan jelas dan mematuhi semua prosedur administrasi.', 'Menggunakan materi pemasaran dan dukungan yang disediakan sebagai alat penjualan secara proaktif dan konstruktif.', 'Pertahankan tingkat perilaku profesional tertinggi ketika berhadapan dengan prospek dan Member']","['Terbiasa dengan kerja target & penjualan.', 'Pernah memiliki pengalaman bekerja di Gym', 'Bertekad, termotivasi, ambisius, percaya diri, dan tak kenal lelah dalam mengejar penjualan.', 'Terbiasa dengan bertemu individu lain.', 'Rekam jejak penjualan yang baik dan konsisten akan menjadi keuntungan tambahan.', 'Energik dan memiliki semangat untuk mempromosikan gaya hidup sehat.', 'Memiliki profesionalisme, kejujuran dan integritas tingkat tinggi serta etos kerja yang unggul.', 'Bersedia untuk penempatan di Cirebon']"
1769,"['Akademia merupakan wadah bagi para guru untuk meningkatkan potensi dirinya dan berkolaborasi bersama dalam memajukan pendidikan di Indonesia.', 'Tugas dan tanggung jawab pengajar Akademia', 'Masih penasaran tentang Akademia by Ruangguru? Yuk simak video berikut ']","['Lulusan S1 atau sedang berkuliah (minimal semester 5) sesuai jurusan yang dipilih', 'Memiliki pengalaman mengajar SMA/UTBK/Tes Skolastik', 'Senang berinisiatif dan mencoba hal baru dalam mengajar', 'Memahami Sistem Pendidikan standar Nasional', 'Berdomisili di sekitar cabang Brain Academy Center']"
1770,"['Direct all sales and marketing initiatives in branch', 'Assess local market condition, identify current and prospective sales opportunities', 'Assess the competitor’s pricing and sales initiatives', 'Fulfill goals and metrics (NPS, improve grades)', 'Collaborate with Sales Team in driving sales', 'Direct and oversee all facilities and operational aspects, including product\xa0distribution (modul, merchandise, apps access)', 'Oversee customer experience (end to end customer journey)', 'Coordinate and manage branch staff (admin, teachers, security, office boy)', 'Collaborate with Product Team for application-related matter', 'Direct and monitor the academic process in branch (scheduling, quality control, pedagogy, class rating)']","['Bachelor’s Degree from any major in any reputable university.', '1-3 years leadership experience in Sales & Marketing/Business Development/Business Operations (will be advantaged from educational and/or start-up company).', 'Good communication skills in Bahasa Indonesia and English.', 'Detail and customer service oriented.', 'Have good knowledge in people management.', 'Have a bit of knowledge or experience in K-12 Education (SD, SMP, SMA Grade)']"
1771,"['Menjaga hubungan baik dengan calon pelanggan dan pelanggan', 'Menawarkan solusi masalah pendidikan yang dihadapi dan mencocokkan dengan produk Ruangguru', 'Melakukan follow up kepada pengguna aplikasi Ruangguru untuk berlangganan fitur berbayar']","['Pendidikan terakhir D3 & S1 (freshgraduate dan mahasiswa semester akhir tanpa jadwal kuliah silahkan mendaftar)', 'Bersedia untuk bekerja dari kantor (sesuai penempatan)', 'Percaya diri, gigih, disiplin, dan bertanggung-jawab serta berorientasi pada target', 'Senang untuk tampil dan berbicara di depan umum', 'Memiliki laptop dan smartphone pribadi yang berfungsi dengan baik']"
1772,"['Ruangguru membuka kembali program STAR (Sales Trainee Academy by Ruangguru) untuk penempatan Seluruh Indonesia. Ini adalah kesempatan bagus untuk kamu yang ingin belajar membangun karir sebagai Educational Sales Consultant dan berkontribusi dalam memajukan pendidikan di Indonesia!', ':']","['Pendidikan terakhir D3 & S1 (freshgraduate dan mahasiswa semester akhir tanpa jadwal kuliah silahkan mendaftar)', 'Bersedia untuk bekerja dari kantor (sesuai penempatan)', 'Percaya diri, gigih, disiplin, dan bertanggung-jawab serta berorientasi pada target', 'Senang untuk tampil dan berbicara di depan umum', 'Memiliki laptop dan smartphone pribadi yang berfungsi dengan baik']"
1773,"['Support sales target achievement in General Trade channel', 'Drive the implementation of Availability, Visibility, Competitiveness pillar', 'Evaluate and improve trade/consumer program with justified Return on Promotion Spending (ROPS)', 'Equip General Trade sales team with compelling selling tool kits', 'Drive action on asset and POSM placement based on holistic evaluation', 'Lead and review route-to-market project to ensure quality coverage expansion']","['S1 in Engineering / Marketing / Business Management / Communication', 'Min. 5 years of experience in Trade Marketing & Sales in General Trade channel', 'Advanced skills in Microsoft Office, especially in Microsoft Excel (Power Pivot, Pivot Chart)', 'Excellent interpersonal and communication skills', 'Data driven and good analytical skills']"
1774,"['Build\xa0and\xa0acquire\xa0new\xa0sales\xa0leads\xa0and\xa0grow\xa0potential\xa0hotel\xa0and\xa0property\xa0owners', 'Engage\xa0client\xa0relationships', 'Keep\xa0abreast\xa0of\xa0local\xa0market\xa0trends\xa0and\xa0grasp\xa0sales\xa0opportunities\xa0proactively\xa0to\xa0achieve\xa0targets', 'Prepare\xa0sales\xa0materials\xa0such\xa0as\xa0proposals\xa0or\xa0contracts']","[""Bachelor's\xa0degree\xa0or\xa0equivalent\xa0experience"", 'Fresh\xa0graduate\xa0welcome\xa0to\xa0apply', ""1\xa0-\xa02\xa0years'\xa0prior\xa0industry\xa0related\xa0business\xa0development\xa0experience"", 'Has\xa0experience\xa0in\xa0canvassing', 'Strong\xa0communication\xa0and\xa0interpersonal\xa0skills', 'Focused\xa0and\xa0goal-oriented', 'Can\xa0join\xa0as\xa0soon\xa0as\xa0possible']"
1775,"['Mempresentasikan Produk Oral, Injeksi, Antibiotik, Obat Generik Berlogo (OGB) kepada dokter/relasi', 'Menciptakan permintaan terhadap produk', 'Mencapai target penjualan', 'Membina serta mempertahankan hubungan baik dengan relasi']","['Pendidikan minimal D3 semua jurusan (terbuka untuk lulusan baru)', 'Memiliki pengalaman sebagai Medical Representative atau Marketing lebih disukai', 'Memiliki SIM C dan dapat mengusahakan motor sendiri', 'Menyukai pekerjaan di lapangan, enerjik, dan komunikatif', 'Bersedia ditempatkan di seluruh wilayah Jakarta dan sekitarnya']"
1776,"['Ruangguru membuka kembali program STAR (Sales Trainee Academy by Ruangguru) untuk penempatan Seluruh Indonesia. Ini adalah kesempatan bagus untuk kamu yang ingin belajar membangun karir sebagai Educational Sales Consultant dan berkontribusi dalam memajukan pendidikan di Indonesia!', ':']","['Pendidikan terakhir D3 & S1 (freshgraduate dan mahasiswa semester akhir tanpa jadwal kuliah silahkan mendaftar)', 'Bersedia untuk bekerja dari kantor (sesuai penempatan)', 'Percaya diri, gigih, disiplin, dan bertanggung-jawab serta berorientasi pada target', 'Senang untuk tampil dan berbicara di depan umum', 'Memiliki laptop dan smartphone pribadi yang berfungsi dengan baik']"
1777,"['Melakukan pengawasan terhadap proses harian operational gudang meliputi:', 'Penjadwalan man power (>10 man power)', 'Memastikan SLA pengiriman tepat waktu', 'Memastikan stock akurasi 100%']","['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1778,"['Membantu Go-To-Market Manager dalam implementasi, koordinasi, dan kontrol strategi pemasaran produk.', 'Melakukan analisa pasar dan kompetitor serta mengusulkan produk baru yang potensial.', 'Mengolah dan menganalisis data penjualan serta stok untuk mendukung strategi promosi dan pengembangan produk.', 'Berkoordinasi dengan Business Development dalam meningkatkan penjualan, menentukan strategi pemasaran, serta memonitor hasil implementasi strategi.', 'Bekerja sama dengan Public Relations dalam pengembangan materi promosi, press release, dan media campaign.']","['Pendidikan minimum S1, diutamakan jurusan Teknik Industri.', 'Memiliki pengalaman dalam lingkup Production Planning, Demand Forecast, Inventory Control, Purchasing, dan Product Assembly.', 'Mampu bekerja sama dengan berbagai tim, termasuk produksi, QA, warehouse, dan business development.', 'Bersedia bekerja secara hybrid Jakarta - Tangerang.']"
1779,"['Job Descriptions:', 'Melakukan pengawasan terhadap proses harian operational gudang meliputi:']","['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1780,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun sebagai QA di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1781,['Melakukan pengawasan terhadap proses harian operational gudang meliputi:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift', 'Bersedia ditempatkan di lokasi Warehouse ASSA']"
1782,['Job Description:'],"['Pendidikan min. D3 hingga S1', 'Memiliki pengalaman min. 1 Tahun sebagai QA di Gudang (Warehouse)', 'Dapat mengoperasikan Microsoft Excel dan Program WMS', 'Bersedia bekerja dalam shift']"
1783,"['Ensure that standard policy, compliance, workflows and procedures are in place to support the operation', 'Managing operational project improvement projects to increase company competitive advantage', 'Identify existing and improvement opportunities with providing problem identification', 'In charge for reported fraud indication cases and do the investigation', 'Participate in all fraud prevention activities including support to all functions with giving advice for fraud prevention activities']","['Bachelor, 0 to 2 years of Quality Insurance or Internal audit experiance, preferably in logistics/supply chain industry', 'Fresh graduate are welcome to apply, Have good analitycal thinking & Problem solving', 'Effective Communication, interpersonal skills and personable', 'Organized, quick thinking and resourceful to resolve challenges and issues', 'Highly flexible, easy to adapt with new environment, project management, team work, and eager to self-learn under minimal']"
1784,"['Mengelola penjualan sales di daerah penugasan', 'Melakukan komunikasi dengan distributor-distributor dan toko-toko', 'Melakukan koordinasi dengan departemen-departemen terkait dalam perusahaan dalam pelaksanaan operasi (marketing, logistik, dan lainnya.)', 'Memastikan sales mencapai target sales dan sales growth yang telah ditentukan', 'Memimpin seluruh sales dan tim']","['Memiliki pengalaman minimal 2 tahun di Managerial level', 'Lebih disukai dengan pengalaman di bidang building material', 'Pernah memimpin team sales yang terdiri dari minimal 10 orang', 'Pernah bekerja di perusahaan distributor / prinsipal', 'Berpengalaman melakukan direct selling']"
